eps,algo,step,mean,std,n_seeds
005,ippo,1904030.9547738694,4105.300758162779,836.081780844793,3
005,ippo,1934093.6683417086,3923.024726191294,1082.4328270377298,3
005,ippo,1964156.3819095478,4059.0841137171997,895.948488652162,3
005,ippo,1994219.095477387,4191.5291491007165,678.3056322967062,3
005,ippo,2024281.809045226,4111.787479658485,814.5254954621334,3
005,ippo,2054344.5226130653,4096.647995964139,810.9773225192196,3
005,ippo,2084407.2361809046,4065.626184129549,857.0691589003058,3
005,ippo,2114469.949748744,4105.564886159072,764.082419455333,3
005,ippo,2144532.663316583,4020.5990422453883,900.8078160086842,3
005,ippo,2174595.3768844223,3967.8189264781745,989.5377848194768,3
005,ippo,2204658.0904522613,4057.330772029905,876.0421301219307,3
005,ippo,2234720.8040201007,3987.6960265123093,933.9205829507462,3
005,ippo,2264783.5175879397,4211.61167587731,675.9382910421108,3
005,ippo,2294846.2311557787,4059.7806606332365,864.8560393499081,3
005,ippo,2324908.944723618,4217.882151471263,643.0978727211642,3
005,ippo,2354971.658291457,4076.3697770912895,810.739395812554,3
005,ippo,2385034.3718592967,4337.216273635176,450.139804241068,3
005,ippo,2415097.0854271357,4192.023530168397,654.5047561145353,3
005,ippo,2445159.798994975,4490.166982772084,224.01753526437724,3
005,ippo,2475222.512562814,4510.020087310625,204.66525489263142,3
005,ippo,2505285.226130653,4018.154059241864,908.3338645500049,3
005,ippo,2535347.9396984926,4070.768464342651,816.6561211577723,3
005,ippo,2565410.6532663316,4194.163348047531,692.9875480935319,3
005,ippo,2595473.366834171,4228.54977853195,644.5584173021948,3
005,ippo,2625536.08040201,4391.769920999758,404.0897845129867,3
005,ippo,2655598.793969849,3964.872969476788,938.9314874310813,3
005,ippo,2685661.5075376886,4343.719123106907,446.1268998047862,3
005,ippo,2715724.2211055276,4018.3266517859956,904.903771633673,3
005,ippo,2745786.934673367,3916.838639639869,1029.9771193759227,3
005,ippo,2775849.648241206,4308.386571053329,482.2331118747852,3
005,ippo,2805912.3618090455,3994.4669202033606,909.4146126969879,3
005,ippo,2835975.0753768845,4332.327815113545,431.76461073326493,3
005,ippo,2866037.7889447236,4297.580157994198,465.35664318837377,3
005,ippo,2896100.502512563,3849.615536993975,1128.365713931256,3
005,ippo,2926163.216080402,4150.847063106797,706.6843425004326,3
005,ippo,2956225.9296482415,4210.272519475977,627.2135115431923,3
005,ippo,2986288.6432160805,4170.208055408834,708.4396855102434,3
005,ippo,3016351.3567839195,4165.069187395424,701.4731032278012,3
005,ippo,3046414.070351759,4044.6493964335928,873.1708705613881,3
005,ippo,3076476.783919598,4175.105100705776,691.0051478091709,3
005,ippo,3106539.4974874374,4062.5124484976855,834.7110170571037,3
005,ippo,3136602.2110552764,4190.225888119244,638.6477292507896,3
005,ippo,3166664.9246231155,4118.843397635949,749.9922938230384,3
005,ippo,3196727.638190955,4123.545764112406,807.1381827123427,3
005,ippo,3226790.351758794,4235.616159382812,593.0296251125604,3
005,ippo,3256853.0653266334,3916.435882411962,1014.5345364271803,3
005,ippo,3286915.7788944724,4069.339661276537,815.193381908125,3
005,ippo,3316978.492462312,4044.6992827365307,856.4050113321599,3
005,ippo,3347041.206030151,4098.024382784008,773.181671290743,3
005,ippo,3377103.91959799,4308.337800368314,488.64006187533704,3
005,ippo,3407166.6331658293,4084.25949691186,798.9124754172866,3
005,ippo,3437229.3467336684,3880.774885801375,1062.56379556661,3
005,ippo,3467292.060301508,3860.590892148685,1128.5206163499756,3
005,ippo,3497354.773869347,3893.6657388563453,1070.4231754970003,3
005,ippo,3527417.487437186,4125.4521477883345,783.9856814712729,3
005,ippo,3557480.2010050253,3986.114286529209,923.5854233840223,3
005,ippo,3587542.9145728643,3722.3275818942816,1262.9618841062852,3
005,ippo,3617605.628140704,3837.6450006982154,1179.825877395232,3
005,ippo,3647668.341708543,4359.446086962566,418.11553989381963,3
005,ippo,3677731.0552763822,4301.097479952167,486.4951900372539,3
005,ippo,3707793.7688442213,4091.0928647546093,774.511238340731,3
005,ippo,3737856.4824120603,4072.3339746242254,813.5576600943837,3
005,ippo,3767919.1959798997,4058.344323650292,816.5814643237259,3
005,ippo,3797981.9095477387,3921.9602040132995,1066.306849612784,3
005,ippo,3828044.623115578,3871.8243162461767,1107.2392029160367,3
005,ippo,3858107.336683417,4174.273499376774,644.6696293781198,3
005,ippo,3888170.050251256,4079.541669641251,824.3027614548274,3
005,ippo,3918232.7638190957,3944.655519779524,977.9737082430105,3
005,ippo,3948295.4773869347,4001.5128203239824,886.3070631994368,3
005,ippo,3978358.190954774,4100.688496434991,761.0327176423094,3
005,ippo,4008420.904522613,4067.926323892411,791.4032528715467,3
005,ippo,4038483.618090452,3953.617001124127,981.8145474730999,3
005,ippo,4068546.3316582916,3966.845864592406,941.8334097259076,3
005,ippo,4098609.0452261306,4241.328337273198,564.6559932440224,3
005,ippo,4128671.75879397,3975.8091460603414,970.2897524500729,3
005,ippo,4158734.472361809,4167.659182877499,696.8783154822299,3
005,ippo,4188797.1859296486,4023.6421217004113,891.6230183066472,3
005,ippo,4218859.899497488,4016.195643932486,905.8473601445753,3
005,ippo,4248922.613065327,3803.8843905299523,1182.3699698561275,3
005,ippo,4278985.326633166,3976.549050061622,960.0941708498261,3
005,ippo,4309048.0402010055,3855.6776282485894,1131.4960883122246,3
005,ippo,4339110.7537688445,3875.0881430030445,1058.7316589176007,3
005,ippo,4369173.4673366835,4065.52062572582,815.3910347467685,3
005,ippo,4399236.180904523,3977.23947433759,963.6399335856623,3
005,ippo,4429298.894472362,3970.1929036951965,991.2408254135071,3
005,ippo,4459361.6080402015,3890.871740892162,1040.9101942334687,3
005,ippo,4489424.3216080405,4069.931584057626,823.9063521899413,3
005,ippo,4519487.0351758795,3982.546766579509,929.0372151671697,3
005,ippo,4549549.7487437185,3872.3213060505223,1091.7283943776558,3
005,ippo,4579612.4623115575,4061.655085988172,846.4029542988203,3
005,ippo,4609675.175879397,4079.7179778380837,846.3715715751374,3
005,ippo,4639737.889447236,3974.041222721687,946.6957804871369,3
005,ippo,4669800.603015075,4004.8330042132416,925.6031176429736,3
005,ippo,4699863.316582914,4187.839214715176,614.7245079289539,3
005,ippo,4729926.030150754,4099.1899371709005,783.9966937243975,3
005,ippo,4759988.743718593,4048.8702929512424,863.5108420285567,3
005,ippo,4790051.457286432,4204.115731443467,613.8027754967428,3
005,ippo,4820114.170854271,4022.306720291264,858.7451741199515,3
005,ippo,4850176.88442211,3773.1123774170587,1167.7234799178248,3
005,ippo,4880239.59798995,4173.160751767904,687.857062972725,3
005,ippo,4910302.311557789,3910.841314044495,1059.1860808857057,3
005,ippo,4940365.025125628,3922.4836466524807,987.135543620785,3
005,ippo,4970427.738693467,4156.879479439063,705.1025953952867,3
005,ippo,5000490.452261306,4127.47609855881,733.9169274671657,3
005,ippo,5030553.165829146,3999.156798351531,937.9809588571089,3
005,ippo,5060615.879396985,4096.806486494655,773.2202055242536,3
005,ippo,5090678.592964824,3811.2121222374863,1180.8500969845452,3
005,ippo,5120741.306532663,3929.034195575781,997.3588221667616,3
005,ippo,5150804.020100502,4074.888945477953,803.310457521126,3
005,ippo,5180866.733668342,3975.224257939712,943.2715766992957,3
005,ippo,5210929.447236181,3827.506907717425,1144.1878302382768,3
005,ippo,5240992.16080402,4073.596522316373,816.795580036623,3
005,ippo,5271054.874371859,4038.6999143107228,858.9650889368588,3
005,ippo,5301117.587939698,3852.521381014884,1135.7954193029148,3
005,ippo,5331180.301507538,3975.02084753641,888.984207092361,3
005,ippo,5361243.015075377,3841.953277228593,1104.5654657200375,3
005,ippo,5391305.728643216,4121.736194586533,689.19030198039,3
005,ippo,5421368.442211055,3916.99617769102,950.2887367127859,3
005,ippo,5451431.155778894,4018.6703750053443,820.0066918273504,3
005,ippo,5481493.869346734,4149.50459600519,675.3050485136685,3
005,ippo,5511556.582914573,3741.2290752729227,1254.3894411401675,3
005,ippo,5541619.296482412,4120.362408262181,717.4718508788072,3
005,ippo,5571682.010050251,3929.237292313399,982.4692428977987,3
005,ippo,5601744.723618091,3958.193951293393,952.7646672462329,3
005,ippo,5631807.43718593,3954.591578132031,969.7948355631595,3
005,ippo,5661870.150753769,4006.4695905373105,855.5628243540247,3
005,ippo,5691932.864321608,4048.535577373223,808.3469913823043,3
005,ippo,5721995.577889447,3976.2726473680564,921.4687880189845,3
005,ippo,5752058.291457287,3967.331011266304,905.1565628541947,3
005,ippo,5782121.005025126,3830.216684428973,1106.58533851001,3
005,ippo,5812183.718592965,3859.2987539240276,1087.9957375646206,3
005,ippo,5842246.432160804,4059.803604778188,791.5162271766242,3
005,ippo,5872309.145728643,3929.6184258656085,975.9727255777237,3
005,ippo,5902371.859296483,4069.652822835475,787.8971353370794,3
005,ippo,5932434.572864322,4245.89842266581,512.0579303690884,3
005,ippo,5962497.286432161,4150.777961457332,648.8736120894658,3
005,ippo,5992560.0,4000.0472482854034,883.0132175779877,3
005,stage_mappo,10080.0,5226.8407126530265,175.73241003305245,3
005,stage_mappo,40142.71356783919,4994.61987443839,442.52646598963764,3
005,stage_mappo,70205.42713567839,4989.7983735275,396.0225289429333,3
005,stage_mappo,100268.1407035176,5286.010655075844,185.01514918551155,3
005,stage_mappo,130330.85427135679,5068.631204822138,252.33245173308975,3
005,stage_mappo,160393.56783919598,4926.665787150972,416.29830725908795,3
005,stage_mappo,190456.2814070352,4792.291772630495,570.9246514190994,3
005,stage_mappo,220518.99497487437,4882.040378001619,419.74340908678164,3
005,stage_mappo,250581.70854271358,4757.743049852168,545.5679464718952,3
005,stage_mappo,280644.4221105528,4765.776266916436,505.26792867252215,3
005,stage_mappo,310707.13567839196,4702.9775870085505,600.2885196410517,3
005,stage_mappo,340769.84924623114,4645.28699200053,666.7484988177459,3
005,stage_mappo,370832.5628140704,4491.139296839509,850.5234284267317,3
005,stage_mappo,400895.27638190956,4470.658109625711,640.3132312440334,3
005,stage_mappo,430957.98994974873,4586.63139227281,653.3095974803031,3
005,stage_mappo,461020.703517588,4420.486248641067,882.0303994918436,3
005,stage_mappo,491083.41708542715,4571.2230333404705,682.1183726936935,3
005,stage_mappo,521146.13065326633,4528.1654880456545,707.615277798043,3
005,stage_mappo,551208.8442211056,4633.306424565313,513.9515528760317,3
005,stage_mappo,581271.5577889447,4522.703792647356,690.5270429854237,3
005,stage_mappo,611334.2713567839,4333.543882625344,962.5606158376094,3
005,stage_mappo,641396.9849246232,4554.2970291500615,654.1368872951414,3
005,stage_mappo,671459.6984924623,4444.80493056809,785.1779894946155,3
005,stage_mappo,701522.4120603015,4274.9782543612355,988.6677018954337,3
005,stage_mappo,731585.1256281408,4444.86008104572,758.1925685559628,3
005,stage_mappo,761647.8391959799,4503.351210543665,617.3114335016086,3
005,stage_mappo,791710.5527638191,4415.147257363032,740.2525838786946,3
005,stage_mappo,821773.2663316583,4278.379691874663,905.1623893375693,3
005,stage_mappo,851835.9798994975,4144.057817584226,1103.1882571621084,3
005,stage_mappo,881898.6934673367,4463.397635172214,625.4628148381531,3
005,stage_mappo,911961.407035176,4195.093245810647,1047.322298332336,3
005,stage_mappo,942024.1206030151,4057.9390945704035,1230.021167985689,3
005,stage_mappo,972086.8341708543,4440.0662932807045,683.4635718212763,3
005,stage_mappo,1002149.5477386935,4235.572370343665,955.7330169764774,3
005,stage_mappo,1032212.2613065327,4316.73223420032,797.1295095068006,3
005,stage_mappo,1062274.974874372,4330.226464154292,747.9954537878922,3
005,stage_mappo,1092337.6884422111,4305.142905370828,820.1025779526365,3
005,stage_mappo,1122400.4020100504,4377.320105465761,675.0607495468357,3
005,stage_mappo,1152463.1155778894,4200.824160366674,919.2611052020504,3
005,stage_mappo,1182525.8291457286,4590.382463821494,371.19998219692326,3
005,stage_mappo,1212588.5427135678,4489.877382228112,529.1027052585296,3
005,stage_mappo,1242651.256281407,4223.801062673071,878.5720045347567,3
005,stage_mappo,1272713.9698492463,4379.999669075073,635.339044666245,3
005,stage_mappo,1302776.6834170856,4294.472064834424,746.054007266391,3
005,stage_mappo,1332839.3969849246,4243.095649597647,813.6332483465021,3
005,stage_mappo,1362902.1105527638,4380.377551056346,626.0321520339365,3
005,stage_mappo,1392964.824120603,4240.33744648371,785.160247692461,3
005,stage_mappo,1423027.5376884423,4233.302563111988,797.6081772242686,3
005,stage_mappo,1453090.2512562815,4244.464842761175,801.653950395765,3
005,stage_mappo,1483152.9648241207,4444.591445852317,478.2906601752434,3
005,stage_mappo,1513215.6783919598,4167.080760812853,881.2810976917076,3
005,stage_mappo,1543278.391959799,4161.486930559761,897.8750069902451,3
005,stage_mappo,1573341.1055276382,4167.294302393416,883.0479038363361,3
005,stage_mappo,1603403.8190954775,4348.904151457761,607.904934482699,3
005,stage_mappo,1633466.5326633167,4230.107875476114,782.0667661018983,3
005,stage_mappo,1663529.246231156,4279.720645754768,656.1794142695386,3
005,stage_mappo,1693591.959798995,4210.398769068158,772.4037998873821,3
005,stage_mappo,1723654.6733668342,4118.759632930011,846.3867679498568,3
005,stage_mappo,1753717.3869346734,4173.76113317827,817.3344722519042,3
005,stage_mappo,1783780.1005025127,4347.528780794187,522.5536747388871,3
005,stage_mappo,1813842.814070352,4126.81947874189,720.700611285908,3
005,stage_mappo,1843905.5276381911,4147.820886520677,834.8695030714036,3
005,stage_mappo,1873968.2412060301,4229.203047489816,716.3697380033536,3
005,stage_mappo,1904030.9547738694,3893.48995077835,1173.6101464212065,3
005,stage_mappo,1934093.6683417086,4059.084318846184,934.499289400398,3
005,stage_mappo,1964156.3819095478,4049.5959801604404,932.9471774843348,3
005,stage_mappo,1994219.095477387,4039.2188557972554,871.9916292157965,3
005,stage_mappo,2024281.809045226,4281.4599664083935,578.9051920444315,3
005,stage_mappo,2054344.5226130653,3990.8805456709747,978.9899758233456,3
005,stage_mappo,2084407.2361809046,4125.544853170111,806.1158231870922,3
005,stage_mappo,2114469.949748744,4138.58447162782,800.336102105676,3
005,stage_mappo,2144532.663316583,4132.926214058425,830.3183385146792,3
005,stage_mappo,2174595.3768844223,4035.2186020177846,891.9524364110338,3
005,stage_mappo,2204658.0904522613,4082.2874296439018,852.2084770729015,3
005,stage_mappo,2234720.8040201007,3984.703039107826,962.9208390046235,3
005,stage_mappo,2264783.5175879397,4144.685087524395,714.3088571576217,3
005,stage_mappo,2294846.2311557787,4125.269431254827,760.0736153444246,3
005,stage_mappo,2324908.944723618,4061.1137905147766,854.5571357520454,3
005,stage_mappo,2354971.658291457,4127.028778708461,756.0747476061108,3
005,stage_mappo,2385034.3718592967,4050.5828008063777,838.8080703264623,3
005,stage_mappo,2415097.0854271357,4203.77837459472,636.1368383632342,3
005,stage_mappo,2445159.798994975,4013.969046474141,906.4316150174351,3
005,stage_mappo,2475222.512562814,4200.481558872321,624.6068553368272,3
005,stage_mappo,2505285.226130653,3983.153278584325,926.9513222123738,3
005,stage_mappo,2535347.9396984926,4010.9805717946388,835.5365136001516,3
005,stage_mappo,2565410.6532663316,3920.583653638241,1001.6895039188755,3
005,stage_mappo,2595473.366834171,3998.274599278031,887.8359390787211,3
005,stage_mappo,2625536.08040201,4189.752540698059,667.2890538466019,3
005,stage_mappo,2655598.793969849,4132.179014439021,698.9597914706939,3
005,stage_mappo,2685661.5075376886,4148.644964023384,643.4465787430172,3
005,stage_mappo,2715724.2211055276,4195.469758416442,602.8896120247981,3
005,stage_mappo,2745786.934673367,4200.328764871666,568.6263710877121,3
005,stage_mappo,2775849.648241206,4101.5400662541115,778.3411260221268,3
005,stage_mappo,2805912.3618090455,4462.45182450836,211.87399210482806,3
005,stage_mappo,2835975.0753768845,4070.2013528476637,794.7812286850203,3
005,stage_mappo,2866037.7889447236,4223.640572750953,561.3990839436622,3
005,stage_mappo,2896100.502512563,3950.922357524197,940.274973453648,3
005,stage_mappo,2926163.216080402,4134.771306451136,711.8014529520385,3
005,stage_mappo,2956225.9296482415,4062.787337521944,823.968609462575,3
005,stage_mappo,2986288.6432160805,4202.489269830098,616.8450599971509,3
005,stage_mappo,3016351.3567839195,4003.1823087658795,869.8109350818919,3
005,stage_mappo,3046414.070351759,4325.15656861394,432.95094009103167,3
005,stage_mappo,3076476.783919598,4037.2510790657584,847.3780743550766,3
005,stage_mappo,3106539.4974874374,3991.010444439662,909.9447419871774,3
005,stage_mappo,3136602.2110552764,3996.0881868462657,870.2994267138765,3
005,stage_mappo,3166664.9246231155,3932.3527391670864,953.5765389840515,3
005,stage_mappo,3196727.638190955,4163.566700001005,621.5500883994373,3
005,stage_mappo,3226790.351758794,4255.389057738935,502.2027132338168,3
005,stage_mappo,3256853.0653266334,4104.462276278769,694.3103036842547,3
005,stage_mappo,3286915.7788944724,4238.646977937301,525.5598870542299,3
005,stage_mappo,3316978.492462312,4074.3753246058154,756.7472772377515,3
005,stage_mappo,3347041.206030151,4138.442694151301,697.2823520711543,3
005,stage_mappo,3377103.91959799,3998.344627912192,814.8603188832859,3
005,stage_mappo,3407166.6331658293,4061.231468892364,734.1747463107887,3
005,stage_mappo,3437229.3467336684,4223.252292119343,531.7240520973088,3
005,stage_mappo,3467292.060301508,4088.5179131636905,731.5137830257654,3
005,stage_mappo,3497354.773869347,4329.039569765694,401.0369117504372,3
005,stage_mappo,3527417.487437186,4044.537931584948,792.9440442519532,3
005,stage_mappo,3557480.2010050253,4044.121238798189,793.8517145193475,3
005,stage_mappo,3587542.9145728643,4342.111157704177,378.15877091072446,3
005,stage_mappo,3617605.628140704,4242.052407328841,514.1294097816699,3
005,stage_mappo,3647668.341708543,4292.579789421664,410.0367059807621,3
005,stage_mappo,3677731.0552763822,4080.4481104310476,706.0533027835223,3
005,stage_mappo,3707793.7688442213,4143.7136933795655,567.3627981677494,3
005,stage_mappo,3737856.4824120603,4090.0822282114045,684.6719883911594,3
005,stage_mappo,3767919.1959798997,3834.4827659042053,1018.3383188309839,3
005,stage_mappo,3797981.9095477387,4126.116040247235,642.9827545516707,3
005,stage_mappo,3828044.623115578,4166.794888681493,590.5406170873601,3
005,stage_mappo,3858107.336683417,3971.1276738602264,835.534254962946,3
005,stage_mappo,3888170.050251256,4039.5668209035207,765.3555369863348,3
005,stage_mappo,3918232.7638190957,4105.5636146789575,646.4715526699115,3
005,stage_mappo,3948295.4773869347,3912.2784675916214,961.1456640287358,3
005,stage_mappo,3978358.190954774,4349.745158144045,348.34394306941584,3
005,stage_mappo,4008420.904522613,4060.377594387613,733.5330664814609,3
005,stage_mappo,4038483.618090452,4380.035193018729,293.5478860830668,3
005,stage_mappo,4068546.3316582916,4189.322665277538,514.5986656003571,3
005,stage_mappo,4098609.0452261306,3996.2282331497477,788.5373812068285,3
005,stage_mappo,4128671.75879397,4121.420962838154,652.7129455049537,3
005,stage_mappo,4158734.472361809,4122.119456414673,599.569699608481,3
005,stage_mappo,4188797.1859296486,4295.274304969868,437.396129698491,3
005,stage_mappo,4218859.899497488,3898.3170725898235,984.3042843445905,3
005,stage_mappo,4248922.613065327,4126.6834590196695,626.9693082252239,3
005,stage_mappo,4278985.326633166,4219.39203376686,460.61351589081283,3
005,stage_mappo,4309048.0402010055,4089.1842779363287,675.5357638616624,3
005,stage_mappo,4339110.7537688445,3971.105311832203,877.4902794450168,3
005,stage_mappo,4369173.4673366835,4097.227346387724,629.8911540613816,3
005,stage_mappo,4399236.180904523,4134.815853339324,621.0613653808085,3
005,stage_mappo,4429298.894472362,3837.507431609949,1041.9902934190698,3
005,stage_mappo,4459361.6080402015,4109.835597820503,646.3079980456554,3
005,stage_mappo,4489424.3216080405,3943.4076219734684,873.7118449323333,3
005,stage_mappo,4519487.0351758795,4274.68777598131,400.6705583931168,3
005,stage_mappo,4549549.7487437185,4135.762722294911,616.2549117980195,3
005,stage_mappo,4579612.4623115575,4150.060109949544,579.7394214840325,3
005,stage_mappo,4609675.175879397,4045.9378572389214,744.1215686813513,3
005,stage_mappo,4639737.889447236,3891.3844953823577,952.4843398388123,3
005,stage_mappo,4669800.603015075,4232.661875362593,482.2947842696642,3
005,stage_mappo,4699863.316582914,3952.924406487031,843.0349296253066,3
005,stage_mappo,4729926.030150754,4321.055835937955,330.3861938060042,3
005,stage_mappo,4759988.743718593,4196.481455822688,491.7286200021822,3
005,stage_mappo,4790051.457286432,4130.699343950066,591.1655043408213,3
005,stage_mappo,4820114.170854271,4102.124805864842,653.2491306999908,3
005,stage_mappo,4850176.88442211,3941.384594569885,840.2661403925408,3
005,stage_mappo,4880239.59798995,4172.260576173308,579.0392418207277,3
005,stage_mappo,4910302.311557789,4271.6438593568355,407.76611397802844,3
005,stage_mappo,4940365.025125628,4246.373535716332,443.347410279136,3
005,stage_mappo,4970427.738693467,3924.2659122431073,879.7611670041426,3
005,stage_mappo,5000490.452261306,4364.195547509312,271.4055325301439,3
005,stage_mappo,5030553.165829146,3957.3056312980766,859.3808064967553,3
005,stage_mappo,5060615.879396985,4206.085090900274,556.4412640272528,3
005,stage_mappo,5090678.592964824,4059.1499851504827,711.7250279338145,3
005,stage_mappo,5120741.306532663,4263.050834764962,436.7822432106057,3
005,stage_mappo,5150804.020100502,4065.764190442181,714.0857130101218,3
005,stage_mappo,5180866.733668342,3887.0014467797823,931.6528880579701,3
005,stage_mappo,5210929.447236181,3944.6602529776173,864.5719239672417,3
005,stage_mappo,5240992.16080402,4153.975806979411,577.537946488599,3
005,stage_mappo,5271054.874371859,3882.8993050191534,961.8648999694378,3
005,stage_mappo,5301117.587939698,3962.095248365318,803.0483811361863,3
005,stage_mappo,5331180.301507538,3892.50317067821,969.3403504973392,3
005,stage_mappo,5361243.015075377,4286.336854395342,398.5260726008114,3
005,stage_mappo,5391305.728643216,4111.205310522949,622.0335176581576,3
005,stage_mappo,5421368.442211055,4234.047008981433,428.75704024294555,3
005,stage_mappo,5451431.155778894,3981.543430157171,805.3838251853368,3
005,stage_mappo,5481493.869346734,4134.069757833894,612.2571580791913,3
005,stage_mappo,5511556.582914573,4029.2480099102654,749.3004340246018,3
005,stage_mappo,5541619.296482412,4127.065842784364,629.3453609752812,3
005,stage_mappo,5571682.010050251,3965.570957523629,823.0824718447976,3
005,stage_mappo,5601744.723618091,4056.786291145419,668.1111604082301,3
005,stage_mappo,5631807.43718593,4158.986256486733,563.9296362694965,3
005,stage_mappo,5661870.150753769,4075.7489369689683,681.7238264742533,3
005,stage_mappo,5691932.864321608,4113.349737482308,604.3725643666219,3
005,stage_mappo,5721995.577889447,4003.1885705131735,770.3702726275441,3
005,stage_mappo,5752058.291457287,3835.0495340335633,1009.5609789033782,3
005,stage_mappo,5782121.005025126,4062.548482745841,673.4423817709328,3
005,stage_mappo,5812183.718592965,3872.710895128715,1010.0988227477796,3
005,stage_mappo,5842246.432160804,4166.516881135984,573.7458168938056,3
005,stage_mappo,5872309.145728643,3911.1231788338555,919.1986428616435,3
005,stage_mappo,5902371.859296483,4034.6773755385034,733.8178553064597,3
005,stage_mappo,5932434.572864322,4239.205715406051,450.6373415014119,3
005,stage_mappo,5962497.286432161,3723.6471702390786,1132.1584443245956,3
005,stage_mappo,5992560.0,4112.167136822921,665.1537466785906,3
010,ippo,10080.0,4707.193326598583,680.5842804057783,3
010,ippo,40142.71356783919,4563.428229686622,767.3490749193998,3
010,ippo,70205.42713567839,4564.949069670715,646.537105669457,3
010,ippo,100268.1407035176,4765.831646859311,124.11368042152695,3
010,ippo,130330.85427135679,4176.519015628877,431.9180935027276,3
010,ippo,160393.56783919598,4126.176668094983,372.1427388259643,3
010,ippo,190456.2814070352,3991.905225974105,402.4427252735505,3
010,ippo,220518.99497487437,3936.8232769412825,398.6214382030977,3
010,ippo,250581.70854271358,3618.048853731023,639.3302018238801,3
010,ippo,280644.4221105528,3509.618146602917,647.6841227672502,3
